date,case_2d,rh_2d,avt_2d,mxt_2d,mnt_2d,retail_recreation_2d,grocery_pahrmacy_2d,parks_2d,transit_station_2d,workplace_2d,residential_2d
2020-11-17,45.75366153646156,3.4349904549780237,-0.46259201219854923,-2.472561732229097,-2.3625951724457974,-1.3790376836529878,1.3740163253106108,-3.7176901078610136,15.68339507368076,33.80154972114003,-8.00888172239149
2020-11-18,250.58980588001245,-11.877556105253538,2.482748967727574,1.0026041544730557,2.3194514855394623,7.8166170040845175,6.0763235892235095,20.31619362752214,-7.58546035607611,-24.918411110608965,2.3186339469763135
2020-11-19,-249.33601979040674,-7.6490785913259405,0.281163286940121,4.199075474581072,1.3564799305383195,-5.1051090758907955,-9.993699144806701,6.04580680676418,4.726022238586659,11.700042221436204,-2.791042833108273
2020-11-20,84.35041511824542,7.492255512392024,-0.776523275636924,-1.876022554495354,-0.8266979624925644,-2.6978319851027557,-0.20101109530828953,-9.298699315038572,-10.701187007065386,-21.834584299022826,6.952486728434585
2020-11-21,63.69202955825237,5.420594026751343,-0.8377351580654624,-4.288130525424556,-1.0694060952615918,-1.5031392847785687,4.418946254127683,-14.73291820060344,15.362624766437715,31.69174222748434,-8.030738984263358
2020-11-22,-143.52423716505353,5.554397460929279,-0.2119529727091241,4.254853857851846,1.2484827713488715,-2.0606106520640495,-4.065439980283853,-1.672126304797355,-6.733654020973538,-0.4372333536399662,2.3707148173068475
2020-11-23,227.17950446599448,-10.58870384864944,1.3403615050430218,-0.04395389215406936,-0.7679569337684086,13.536330896173421,6.522336176000534,19.235692305455373,-1.749911913630279,-26.517347495882632,2.309563816951231
2020-11-24,70.55864741801933,-5.017918256747629,-0.8359054043903255,-2.03587416096331,0.8171052357930224,-12.336030497617008,-3.4767719105597252,-11.923585731071302,1.461193819291302,18.303758985893865,-3.003643727215771
2020-11-25,-225.14577184775908,6.248361150823554,0.03410093212440196,1.7541461149304012,-1.8875755291554046,7.939256277202501,-2.218807852716697,7.503882489319946,1.210615758411355,4.235435700369846,-0.1377227144170916
2020-11-26,184.14476815029803,4.729511769904038,0.85081286483023,-1.153655913270712,1.730640326503761,-8.427011979498145,-1.2751441370922385,2.191324481691087,-9.325741276058936,-27.660066587347462,7.225001561656153
2020-11-27,-238.46707494842138,-4.216574563686613,-1.180780386404768,-0.09685655795002679,0.378262197146782,3.991420731751296,-0.6476128523573679,-7.554806126575007,6.909208025416154,22.07091889576653,-3.3879183196911873
2020-11-28,270.2854365233018,-0.013512974662256205,0.7975261944924368,2.0368829035545195,-1.2909093825681939,1.6677922295252463,10.167833759981232,-3.5454019176360276,7.375210061953944,5.204443548837338,-6.916735255260649
2020-11-29,66.77001784322611,3.028814083468518,-0.8481106664515247,-2.318754988906417,-0.3240932190322767,-3.7534916157781613,-10.104059934547015,5.342969310097992,-3.756920108997816,2.0070382663086868,3.2892105848894233
2020-11-30,-213.7917130288388,-1.3699915424024223,0.2690344481848994,0.77934812604615,1.1876810861765337,4.579689115350727,5.675840600447168,-2.8884578753546784,-8.980996242056001,-21.834393898602926,5.628082794697861
2020-12-01,66.7792824605392,-5.934188642601831,0.6460055132633618,-0.2100207899908627,-0.6323546891462104,-2.872319394637634,-1.5729451230301845,3.959794360899107,11.278860291968652,21.38863958896111,-7.686177301599001
2020-12-02,4.464918052287246,4.718661777513223,-0.353798378525409,0.0471467561637412,0.9468721820291355,1.7689178524405214,-1.5613318233416882,-1.9380191016806556,-8.667454904028629,-17.912311988266605,5.786835836739017
2020-12-03,86.34449852438146,2.6817214266213325,0.06360333712237676,0.7402766536144474,-1.3046677594825073,-2.026764452913545,-0.09986538572418091,6.7792863881143495,1.3380544930471032,0.7951820675460048,0.05076777601938609
2020-12-04,18.430685559041905,-2.2214963016326097,-0.1334629361406354,-0.7267575888501827,0.859562681919275,0.9356908130158472,-0.8651120126209815,-8.337932540659947,0.11333020500347146,6.371478397612792,-0.5609450308291528
2020-12-05,-114.75512076138367,-2.8544138703272113,-0.04313065865453325,0.4828521161661178,-0.5258477657214187,1.5906547488482583,5.074329010632944,4.215997730923205,11.050285865428178,15.936081511657932,-8.275964587527104
2020-12-06,88.34028890780237,-0.3609473482212153,0.4707648788160727,0.010416568493849199,0.4416417613054992,-4.296970419983737,-3.640774747584624,-2.3676020042012,-11.614025598000152,-15.662804681699697,7.685702247490462
2020-12-07,125.2789503440292,3.159624523110212,-0.3638853560672286,-1.1232808565971433,0.2086072267480339,4.980783698765324,0.21988370146809277,4.055018101630287,-1.5884220525770196,-10.608549317096049,2.9407605854371095
2020-12-08,-259.92020055115313,2.963531846818769,-0.5609372575883597,0.7686934227990977,-0.5409111728347957,-6.641960337023077,-1.2607515841661547,-11.545088159254256,6.346323680595978,23.246709602981106,-7.100351768896803
2020-12-09,98.18805816267093,-1.9992801572884378,0.4033205857606198,0.6508982235102152,-0.6439404300694027,6.040315901154429,-2.0966601316243976,6.771195912062316,-2.768395882150079,-13.13923829338535,3.8320811521859683
2020-12-10,121.44513366462932,-2.8708254361331003,0.20145507412393973,-1.500823294791247,1.3418580878303619,-1.2104388417041834,6.1523756185682075,4.6921120449211084,-0.2928630625319877,-8.40127207940825,1.187708685995657
2020-12-11,-46.88576122683622,-0.08962207783453557,0.2909356963552282,1.5479299874960755,-0.8141579895609097,3.0405809449352548,-0.6408294783965336,3.0241035191995085,1.6965720259867842,10.728824634529083,-0.9020925151063888
2020-12-12,39.496809650570576,1.3298178266578886,-0.055140680524340735,-0.209039526137203,0.34401260789652566,-4.747859004011325,0.10472173728351031,-6.9964976395256,0.04573968838285092,-1.3037465093670995,-3.116863102977
2020-12-13,-170.05326571656633,-0.008302290460405537,-0.6975282066113582,-0.8823191105507766,0.07344359984068416,-3.85580410891552,-7.105516476359652,-5.2734329155753885,-1.454423347635061,8.571846840154237,1.6622536602006224
2020-12-14,170.39382541483107,1.3043738929424906,0.29859965703488306,0.5656498720659181,-0.32252292413056105,7.7423209912635835,6.7936827292721995,3.8161609539948325,-1.4734124520200242,-15.546961600348249,2.5185669618650843
